date,hour,visitors
2013-03-22,11,8
2013-03-22,12,24
2013-03-22,13,12
2013-03-22,14,11
2013-03-22,15,6
2013-03-22,16,6
2013-03-22,17,13
2013-03-22,18,7
2013-03-22,19,7
2013-03-22,20,5
2013-03-22,21,10
2013-03-22,22,9
2013-03-22,23,4
2013-03-23,00,12
2013-03-23,01,2
2013-03-23,02,5
2013-03-23,03,4
2013-03-23,04,1
2013-03-23,06,1
2013-03-23,07,3
2013-03-23,08,5
2013-03-23,09,7
2013-03-23,10,9
2013-03-23,11,9
2013-03-23,12,8
2013-03-23,13,4
2013-03-23,14,7
2013-03-23,15,9
2013-03-23,16,3
2013-03-23,17,8
